language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Xiamen		stinky	42	42	ʦʰaw²¹	213	tsʰ a w ²¹	
Hefei		stinky	42	42	t͡ʂʰɯ⁵³	213	ʈʂʰ ɯ ⁵³	
Jinan		stinky	42	42	t͡ʂʰow²¹	213	ʈʂʰ o w ²¹	
Hangzhou		stinky	42	42	ʦʰej⁴⁴⁵	213	tsʰ e j ⁴⁴⁵	
Guangzhou		stinky	42	42	ʦʰɐw³³	213	tsʰ ɐ w ³³	
Guangzhou		stinky	42	42	jyn⁵³	214	j y n ⁵³	
Nanchang		stinky	42	42	ʦʰɨw²¹³	213	tsʰ ɨ w ²¹³	
Chengdu		stinky	42	42	ʦʰəw¹³	213	tsʰ ə w ¹³	
Taoyuan		stinky	42	42	ʦʰəw⁴⁵	213	tsʰ ə w ⁴⁵	
Shexian		stinky	42	42	ʨʰju³²⁴	213	tɕʰ j u ³²⁴	
Beijing		stinky	42	42	t͡ʂʰow⁵¹	213	ʈʂʰ o w ⁵¹	
Kunming		stinky	42	42	t͡ʂʰəw²¹²	213	ʈʂʰ ə w ²¹²	
Shanghai		stinky	42	42	ʦʰɤ³⁵	213	tsʰ ɤ ³⁵	
Meixian		sun	1343	1343	ŋit¹tʰew¹¹	1	ŋ i t ¹ tʰ e w ¹¹	
Changsha		sun	1343	1343	tʰaj⁵⁵jan¹³	517	tʰ a j ⁵⁵ j a n ¹³	
Changsha		sun	1343	1343	ʐʅ²⁴təw	1	ʐ ʅ ²⁴ t ə w	
Guiyang		sun	1343	1343	tʰaj²¹³jaŋ²¹	517	tʰ a j ²¹³ j a ŋ ²¹	
Xiamen		sun	1343	1343	lit⁵tʰaw	1	l i t ⁵ tʰ a w	
Xiamen		sun	1343	1343	tʰaj²¹jɔŋ³⁵	517	tʰ a j ²¹ j ɔ ŋ ³⁵	
Hefei		sun	1343	1343	tʰᴇ⁵³jɑ̃	517	tʰ ɛ ⁵³ j ɑ̃ ∼	
Hefei		sun	1343	1343	ʐəʔ⁵tʰɯ	1	ʐ ə ʔ ⁵ tʰ ɯ	
Jinan		sun	1343	1343	tʰɛ²¹jaŋ	517	tʰ ɛ ²¹ j a ŋ	
Jinan		sun	1343	1343	lɔ⁵⁵jə⁴²jər⁴²	720	l ɔ ⁵⁵ j ə ⁴² j ə r ⁴²	
Jinan		sun	1343	1343	ʐʅ²¹tʰow	1	ʐ ʅ ²¹ tʰ o w	
Hangzhou		sun	1343	1343	tʰᴇ⁴⁴⁵ɦjɑŋ²¹³	517	tʰ ɛ ⁴⁴⁵ ɦ j ɑ ŋ ²¹³	
Guangzhou		sun	1343	1343	jit²tʰɐw²¹	907	j i t ² tʰ ɐ w ²¹	
Guangzhou		sun	1343	1343	tʰaj³³jœŋ²¹	517	tʰ a j ³³ j œ ŋ ²¹	
Nanchang		sun	1343	1343	tʰaj²¹³iŋ⁰⁴	517	tʰ a j ²¹³ i ŋ ⁰⁴	
Nanchang		sun	1343	1343	ȵiʔ⁵tʰu⁰²	1	nʲ i ʔ ⁵ tʰ u ⁰²	
Chengdu		sun	1343	1343	tʰaj¹³jaŋ³¹	517	tʰ a j ¹³ j a ŋ ³¹	
Taoyuan		sun	1343	1343	jɒ̃¹¹pʰɒ̃¹¹	616	j ɒ̃ ∼ ¹¹ pʰ ɒ̃ ∼ ¹¹	
Taoyuan		sun	1343	1343	taj⁴⁵jɒ̃¹¹	517	t a j ⁴⁵ j ɒ̃ ∼ ¹¹	
Shexian		sun	1343	1343	ni²²tʰju⁴⁴	1	n i ²² tʰ j u ⁴⁴	
Shexian		sun	1343	1343	tʰa³²⁴ja⁴⁴	517	tʰ a ³²⁴ j a ⁴⁴	
Beijing		sun	1343	1343	tʰaj⁵¹jɑŋ¹	517	tʰ a j ⁵¹ j ɑ ŋ ¹	
Beijing		sun	1343	1343	lɑw²¹⁴ir³⁵	719	l ɑ w ²¹⁴ i r ³⁵	
Beijing		sun	1343	1343	ʐʅ⁵¹tʰow¹	1	ʐ ʅ ⁵¹ tʰ o w ¹	
Kunming		sun	1343	1343	tʰæ²¹²jᴀ̃³¹	517	tʰ æ ²¹² j ã ∼ ³¹	
Kunming		sun	1343	1343	ʐə³¹tʰəw³¹	907	ʐ ə ³¹ tʰ ə w ³¹	
Shanghai		sun	1343	1343	tʰa³⁴ɦjã¹³	517	tʰ a ³⁴ ɦ j ã ∼ ¹³	
Shanghai		sun	1343	1343	ȵjɪʔ¹dɤ¹³	1	nʲ j ɪ ʔ ¹ d ɤ ¹³	
Meixian		sunflower	1956	1956	hjoŋ⁵³ŋit¹kʰwi¹¹	92	h j o ŋ ⁵³ ŋ i t ¹ kʰ w i ¹¹	
Changsha		sunflower	1956	1956	kwej¹³fa³³	123	k w e j ¹³ f a ³³	
Guiyang		sunflower	1956	1956	kʰwej²¹xwa⁵⁵	123	kʰ w e j ²¹ x w a ⁵⁵	
Xiamen		sunflower	1956	1956	hjɔŋ²¹lit⁵kʰwi	92	h j ɔ ŋ ²¹ l i t ⁵ kʰ w i	
Xiamen		sunflower	1956	1956	hjɔŋ²¹jɔŋ³⁵hwe⁵⁵	93	h j ɔ ŋ ²¹ j ɔ ŋ ³⁵ h w e ⁵⁵	
Hefei		sunflower	1956	1956	kʰwe⁵⁵xwa²¹	123	kʰ w e ⁵⁵ x w a ²¹	
Jinan		sunflower	1956	1956	t͡ʂʰaŋ⁴²jaŋxwa²¹³	153	ʈʂʰ a ŋ ⁴² j a ŋ ⁰ x w a ²¹³	
Hangzhou		sunflower	1956	1956	gwi²¹³hwɑ³³	123	g w i ²¹³ h w ɑ ³³	
Hangzhou		sunflower	1956	1956	ɕjɑŋ⁴⁴⁵zʔ²gwi²¹³	92	ɕ j ɑ ŋ ⁴⁴⁵ z ʔ ² g w i ²¹³	
Guangzhou		sunflower	1956	1956	hœŋ³³jɐt²kʰwɐj²¹	92	h œ ŋ ³³ j ɐ t ² kʰ w ɐ j ²¹	
Guangzhou		sunflower	1956	1956	kʰwɐj²¹fa⁵⁵	123	kʰ w ɐ j ²¹ f a ⁵⁵	
Nanchang		sunflower	1956	1956	kʰwi²⁴fɑ⁴²	123	kʰ w i ²⁴ f ɑ ⁴²	
Chengdu		sunflower	1956	1956	ɕjaŋ¹³zɿ³¹kʰwej³¹	92	ɕ j a ŋ ¹³ z ɿ ³¹ kʰ w e j ³¹	
Chengdu		sunflower	1956	1956	ɕjaŋ¹³ər³¹kʰwej³¹	94	ɕ j a ŋ ¹³ ə r ³¹ kʰ w e j ³¹	
Chengdu		sunflower	1956	1956	kʰwej³¹xwa⁵⁵	123	kʰ w e j ³¹ x w a ⁵⁵	
Taoyuan		sunflower	1956	1956	kʰwej¹¹xwa¹¹	123	kʰ w e j ¹¹ x w a ¹¹	
Shexian		sunflower	1956	1956	kʰwe⁴⁴xwa³¹le⁴⁴	124	kʰ w e ⁴⁴ x w a ³¹ l e ⁴⁴	
Shexian		sunflower	1956	1956	s³¹kwa³¹le⁴⁴	185	s ³¹ k w a ³¹ l e ⁴⁴	
Beijing		sunflower	1956	1956	t͡ʂwan⁵¹ʐʅ¹ljan³⁵	201	ʈʂ w a n ⁵¹ ʐ ʅ ¹ l j a n ³⁵	
Beijing		sunflower	1956	1956	ɕjaŋ⁵¹ʐʅ¹kʰwej³⁵	92	ɕ j a ŋ ⁵¹ ʐ ʅ ¹ kʰ w e j ³⁵	
Beijing		sunflower	1956	1956	kʰwej³⁵xwa⁵⁵	123	kʰ w e j ³⁵ x w a ⁵⁵	
Kunming		sunflower	1956	1956	t͡ʂʰ³¹jᴀ̃³¹pĩ⁵³	154	ʈʂʰ ³¹ j ã ∼ ³¹ p ĩ ∼ ⁵³	
Shanghai		sunflower	1956	1956	ɕjã³⁵zəʔ¹²gwe¹³	92	ɕ j ã ∼ ³⁵ z ə ʔ ¹² g w e ¹³	
Shanghai		sunflower	1956	1956	gwe¹³ho⁵³	123	g w e ¹³ h o ⁵³	
Meixian		supper	1833	1833	sət⁵ja⁵³	749	s ə t ⁵ j a ⁵³	
Changsha		supper	1833	1833	ja¹¹fan¹¹	750	j a ¹¹ f a n ¹¹	
Guiyang		supper	1833	1833	wan⁴²fan²¹³	751	w a n ⁴² f a n ²¹³	
Xiamen		supper	1833	1833	e²²hŋ⁵⁵tŋ̍	753	e ²² h ŋ ⁵⁵ t ŋ̍	
Xiamen		supper	1833	1833	bwan⁵³ʦʰan⁵⁵	752	b w a n ⁵³ tsʰ a n ⁵⁵	
Hefei		supper	1833	1833	wæ̃²⁴fæ̃⁵³	751	w æ̃ ∼ ²⁴ f æ̃ ∼ ⁵³	
Jinan		supper	1833	1833	vã⁵⁵fã²¹	751	v ã ∼ ⁵⁵ f ã ∼ ²¹	
Hangzhou		supper	1833	1833	ɦi¹³vᴇ̃¹³	750	ɦ i ¹³ v ɛ̃ ∼ ¹³	
Guangzhou		supper	1833	1833	man²³ʦʰan⁵⁵	752	m a n ²³ tsʰ a n ⁵⁵	
Guangzhou		supper	1833	1833	man²³fan²²	751	m a n ²³ f a n ²²	
Nanchang		supper	1833	1833	jɑ²¹fan²¹	750	j ɑ ²¹ f a n ²¹	
Chengdu		supper	1833	1833	wan⁵³fan¹³	751	w a n ⁵³ f a n ¹³	
Chengdu		supper	1833	1833	je¹³fan¹³	750	j e ¹³ f a n ¹³	
Taoyuan		supper	1833	1833	xəʔ²je⁴⁵fæ̃⁴⁵	755	x ə ʔ ² j e ⁴⁵ f æ̃ ∼ ⁴⁵	
Shexian		supper	1833	1833	ja²²fɛ²²	750	j a ²² f ɛ ²²	
Beijing		supper	1833	1833	wan²¹⁴fan⁵¹	751	w a n ²¹⁴ f a n ⁵¹	
Kunming		supper	1833	1833	wᴀ̃⁵³fᴀ̃²¹²	751	w ã ∼ ⁵³ f ã ∼ ²¹²	
Shanghai		supper	1833	1833	ɦja¹³ve¹³	750	ɦ j a ¹³ v e ¹³	
Meixian		sweet	717	717	tʰjam¹¹	188	tʰ j a m ¹¹	
Changsha		sweet	717	717	tjẽ¹³	188	t j ẽ ∼ ¹³	
Guiyang		sweet	717	717	tʰjan²¹	188	tʰ j a n ²¹	
Xiamen		sweet	717	717	tĩ⁵⁵	188	t ĩ ∼ ⁵⁵	
Hefei		sweet	717	717	tʰjɪ̃⁵⁵	188	tʰ j ɪ̃ ∼ ⁵⁵	
Jinan		sweet	717	717	tʰjã⁴²	188	tʰ j ã ∼ ⁴²	
Hangzhou		sweet	717	717	djᴇ̃²¹³	188	d j ɛ̃ ∼ ²¹³	
Guangzhou		sweet	717	717	tʰim²¹	188	tʰ i m ²¹	
Nanchang		sweet	717	717	tʰjɛn²⁴	188	tʰ j ɛ n ²⁴	
Chengdu		sweet	717	717	tʰjan³¹	188	tʰ j a n ³¹	
Taoyuan		sweet	717	717	tʰje¹¹	188	tʰ j e ¹¹	
Shexian		sweet	717	717	tʰe⁴⁴	188	tʰ e ⁴⁴	
Beijing		sweet	717	717	tʰjan³⁵	188	tʰ j a n ³⁵	
Kunming		sweet	717	717	tʰjɛ̃³¹	188	tʰ j ɛ̃ ∼ ³¹	
Shanghai		sweet	717	717	di¹³	188	d i ¹³	
Meixian		sweet potato	159	159	fan⁴⁴su¹¹	361	f a n ⁴⁴ s u ¹¹	
Changsha		sweet potato	159	159	xoŋ¹³ɕy¹¹	363	x o ŋ ¹³ ɕ y ¹¹	
Guiyang		sweet potato	159	159	fan²¹³su²¹	365	f a n ²¹³ s u ²¹	
Guiyang		sweet potato	159	159	pɛ²¹sa²¹	367	p ɛ ²¹ s a ²¹	
Xiamen		sweet potato	159	159	han⁵⁵ʦu³⁵	362	h a n ⁵⁵ ts u ³⁵	
Hefei		sweet potato	159	159	zy⁵³tʰɯ	368	z y ⁵³ tʰ ɯ	
Jinan		sweet potato	159	159	ti²¹kwa²¹³	369	t i ²¹ k w a ²¹³	
Hangzhou		sweet potato	159	159	fᴇ̃³³ʣy¹³	361	f ɛ̃ ∼ ³³ dz y ¹³	
Guangzhou		sweet potato	159	159	fan⁵³sy²¹	361	f a n ⁵³ s y ²¹	
Nanchang		sweet potato	159	159	lo⁴⁵pʰo⁰⁴ɕy⁴⁵	370	l o ⁴⁵ pʰ o ⁰⁴ ɕ y ⁴⁵	
Nanchang		sweet potato	159	159	fuŋ⁴⁵ɕy⁴⁵	363	f u ŋ ⁴⁵ ɕ y ⁴⁵	
Chengdu		sweet potato	159	159	xoŋ³¹saw³¹	364	x o ŋ ³¹ s a w ³¹	
Taoyuan		sweet potato	159	159	xwəŋ¹¹su⁵³	363	x w ə ŋ ¹¹ s u ⁵³	
Shexian		sweet potato	159	159	sa³¹y²²	371	s a ³¹ y ²²	
Beijing		sweet potato	159	159	paj³⁵ʂu²¹⁴	366	p a j ³⁵ ʂ u ²¹⁴	
Kunming		sweet potato	159	159	pə³¹t͡ʂʰu⁵³	366	p ə ³¹ ʈʂʰ u ⁵³	
Shanghai		sweet potato	159	159	se⁵³ɦy¹³	371	s e ⁵³ ɦ y ¹³	
Meixian		table	1775	1775	ʦok¹e	472	ts o k ¹ e	
Changsha		table	1775	1775	ʦo²⁴ʦɿ	473	ts o ²⁴ ts ɿ	
Guiyang		table	1775	1775	ʦo²¹ʦɿ⁴²	473	ts o ²¹ ts ɿ ⁴²	
Xiamen		table	1775	1775	toʔ³²a⁵³	474	t o ʔ ³² a ⁵³	
Xiamen		table	1775	1775	toʔ³²	471	t o ʔ ³²	
Hefei		table	1775	1775	t͡ʂwɐ⁵ʦə	473	ʈʂ w ɐ ⁵ ts ə	
Jinan		table	1775	1775	t͡ʂwə²¹³ʦɿ	473	ʈʂ w ə ²¹³ ts ɿ	
Hangzhou		table	1775	1775	ʦoʔ⁵ʦɿ	473	ts o ʔ ⁵ ts ɿ	
Guangzhou		table	1775	1775	tʰɔj²¹	475	tʰ ɔ j ²¹	
Nanchang		table	1775	1775	ʦɔʔ⁵ʦɿ⁰²	473	ts ɔ ʔ ⁵ ts ɿ ⁰²	
Chengdu		table	1775	1775	ʦo³¹ʦɿ⁵³	473	ts o ³¹ ts ɿ ⁵³	
Taoyuan		table	1775	1775	ʦwaʔ²ʦəʔ	473	ts w a ʔ ² ts ə ʔ	
Shexian		table	1775	1775	ʦɔʔ²¹	471	ts ɔ ʔ ²¹	
Beijing		table	1775	1775	t͡ʂwo⁵⁵ʦɿ²	473	ʈʂ w o ⁵⁵ ts ɿ ²	
Kunming		table	1775	1775	t͡ʂo³¹ʦɿ⁵³	473	ʈʂ o ³¹ ts ɿ ⁵³	
Shanghai		table	1775	1775	de¹³ʦɿ³⁵	476	d e ¹³ ts ɿ ³⁵	
Meixian		take	1749	1749	na⁴⁴	306	n a ⁴⁴	
Changsha		take	1749	1749	la³³	306	l a ³³	
Guiyang		take	1749	1749	la²¹	306	l a ²¹	
Xiamen		take	1749	1749	twi²¹	307	t w i ²¹	
Xiamen		take	1749	1749	ljaʔ⁵	308	l j a ʔ ⁵	
Hefei		take	1749	1749	la⁵⁵	306	l a ⁵⁵	
Jinan		take	1749	1749	na⁴²	306	n a ⁴²	
Hangzhou		take	1749	1749	do²¹³	309	d o ²¹³	
Nanchang		take	1749	1749	lɑʔ⁵	310	l ɑ ʔ ⁵	
Nanchang		take	1749	1749	ʦɔʔ⁵	311	ts ɔ ʔ ⁵	
Chengdu		take	1749	1749	na³¹	306	n a ³¹	
Taoyuan		take	1749	1749	na¹¹	306	n a ¹¹	
Shexian		take	1749	1749	tɛ³¹	312	t ɛ ³¹	
Beijing		take	1749	1749	na³⁵	306	n a ³⁵	
Kunming		take	1749	1749	nᴀ³¹	306	n a ³¹	
Shanghai		take	1749	1749	ne⁵³	306	n e ⁵³	
Meixian		ten	1515	1515	səp⁵	342	s ə p ⁵	
Changsha		ten	1515	1515	ʂʅ²⁴	342	ʂ ʅ ²⁴	
Changsha		ten	1515	1515	pʰaw⁵⁵	343	pʰ a w ⁵⁵	
Guiyang		ten	1515	1515	sɿ²¹	342	s ɿ ²¹	
Xiamen		ten	1515	1515	ʦap⁵	342	ts a p ⁵	
Hefei		ten	1515	1515	ʂəʔ⁵	342	ʂ ə ʔ ⁵	
Jinan		ten	1515	1515	ʂʅ⁴²	342	ʂ ʅ ⁴²	
Hangzhou		ten	1515	1515	zəʔ²	342	z ə ʔ ²	
Guangzhou		ten	1515	1515	sɐp²	342	s ɐ p ²	
Nanchang		ten	1515	1515	sɨʔ²	342	s ɨ ʔ ²	
Chengdu		ten	1515	1515	sɿ³¹	342	s ɿ ³¹	
Taoyuan		ten	1515	1515	səʔ⁵⁴	342	s ə ʔ ⁵⁴	
Shexian		ten	1515	1515	ɕi²²	342	ɕ i ²²	
Beijing		ten	1515	1515	ʂʅ³⁵	342	ʂ ʅ ³⁵	
Kunming		ten	1515	1515	ʂʅ³¹	342	ʂ ʅ ³¹	
Shanghai		ten	1515	1515	zəʔ¹	342	z ə ʔ ¹	
Changsha		that	78	78	laj⁵⁵ko	4	l a j ⁵⁵ k o	
Changsha		that	78	78	laj⁵⁵t͡ʂa²⁴	5	l a j ⁵⁵ ʈʂ a ²⁴	
Guiyang		that	78	78	a⁵⁵ko²¹³	4	a ⁵⁵ k o ²¹³	
Xiamen		that	78	78	hit³²e³⁵	6	h i t ³² e ³⁵	
Hefei		that	78	78	lɑʔ⁵ko	4	l ɑ ʔ ⁵ k o	
Jinan		that	78	78	na²¹kə	4	n a ²¹ k ə	
Hangzhou		that	78	78	nɑ⁵³koʔ⁵	4	n ɑ ⁵³ k o ʔ ⁵	
Nanchang		that	78	78	he²¹³ko⁰⁴	7	h e ²¹³ k o ⁰⁴	
Nanchang		that	78	78	he²¹³ʦɑʔ⁵	8	h e ²¹³ ts ɑ ʔ ⁵	
Chengdu		that	78	78	na¹³ko¹³	4	n a ¹³ k o ¹³	
Taoyuan		that	78	78	naj⁵³	9	n a j ⁵³	
Shexian		that	78	78	na²²ko	4	n a ²² k o	
Shexian		that	78	78	na³⁵ko	10	n a ³⁵ k o	
Beijing		that	78	78	na⁵¹kə¹	4	n a ⁵¹ k ə ¹	
Kunming		that	78	78	nə²¹²kə²¹²	4	n ə ²¹² k ə ²¹²	
Shanghai		that	78	78	i⁵³gəʔ¹	11	i ⁵³ g ə ʔ ¹	
Shanghai		that	78	78	e⁵³gəʔ¹	12	e ⁵³ g ə ʔ ¹	
Changsha		there	1937	1937	la⁵⁵li	1141	l a ⁵⁵ l i	
Changsha		there	1937	1937	la⁵⁵kʰwaj⁴¹ʦɿ	1142	l a ⁵⁵ kʰ w a j ⁴¹ ts ɿ	
Guiyang		there	1937	1937	a⁵⁵tɛ⁴²	1143	a ⁵⁵ t ɛ ⁴²	
Xiamen		there	1937	1937	hit³²te²¹	1151	h i t ³² t e ²¹	
Xiamen		there	1937	1937	hja³⁵	1152	h j a ³⁵	
Hefei		there	1937	1937	la⁵³ɔʦə	1145	l a ⁵³ ɔ ⁰ ts ə	
Hefei		there	1937	1937	la⁵³kəʦə	1146	l a ⁵³ k ə ⁰ ts ə	
Jinan		there	1937	1937	na²¹ȵi	1141	n a ²¹ nʲ i	
Jinan		there	1937	1937	nar²¹	1140	n a r ²¹	
Jinan		there	1937	1937	na²¹vəȵi	1147	n a ²¹ v ə ⁰ nʲ i	
Hangzhou		there	1937	1937	nɑ⁴⁴⁵li	1141	n ɑ ⁴⁴⁵ l i	
Nanchang		there	1937	1937	he²¹³li⁰⁴	1153	h e ²¹³ l i ⁰⁴	
Nanchang		there	1937	1937	he²¹³kʰwaj⁰⁴ɕjɛʔ⁵ʦ⁰²	1154	h e ²¹³ kʰ w a j ⁰⁴ ɕ j ɛ ʔ ⁵ ts ⁰²	
Chengdu		there	1937	1937	nər⁵⁵	1140	n ə r ⁵⁵	
Taoyuan		there	1937	1937	vəʔ²lɤ	1155	v ə ʔ ² l ɤ	
Taoyuan		there	1937	1937	var⁴⁵ʨja⁵³	1156	v a r ⁴⁵ tɕ j a ⁵³	
Taoyuan		there	1937	1937	nəʔ²lɤ	1141	n ə ʔ ² l ɤ	
Taoyuan		there	1937	1937	nar⁴⁵ʨja⁵³	1148	n a r ⁴⁵ tɕ j a ⁵³	
Shexian		there	1937	1937	na²²na	1149	n a ²² n a	
Shexian		there	1937	1937	na³⁵na	1157	n a ³⁵ n a	
Beijing		there	1937	1937	nar⁵¹	1140	n a r ⁵¹	
Beijing		there	1937	1937	na⁵¹xar	1150	n a ⁵¹ x a r	
Kunming		there	1937	1937	nə²¹²tjə³¹ə³¹	1144	n ə ²¹² t j ə ³¹ ə ³¹	
Shanghai		there	1937	1937	i⁵³taʔ⁵	1158	i ⁵³ t a ʔ ⁵	
Shanghai		there	1937	1937	i⁵³mi¹³	1159	i ⁵³ m i ¹³	
Meixian		they	817	817	ki¹¹ten⁴⁴ŋin¹¹	1064	k i ¹¹ t e n ⁴⁴ ŋ i n ¹¹	
Changsha		they	817	817	tʰa³³mən	1066	tʰ a ³³ m ə n	
Changsha		they	817	817	tʰəw²⁴u²⁴li	1067	tʰ ə w ²⁴ u ²⁴ l i	
Guiyang		they	817	817	la⁵⁵men⁵⁵	1066	l a ⁵⁵ m e n ⁵⁵	
Hefei		they	817	817	tʰa²¹mən	1066	tʰ a ²¹ m ə n	
Jinan		they	817	817	tʰa⁵⁵mẽ	1066	tʰ a ⁵⁵ m ẽ ∼	
Jinan		they	817	817	tʰa⁵⁵t͡ʂə²¹xwə⁵⁵	1068	tʰ a ⁵⁵ ʈʂ ə ²¹ x w ə ⁵⁵	
Hangzhou		they	817	817	tʰɑ³³men²¹³	1066	tʰ ɑ ³³ m e n ²¹³	
Nanchang		they	817	817	ʨje²¹³mɨn⁰⁴	1069	tɕ j e ²¹³ m ɨ n ⁰⁴	
Nanchang		they	817	817	ʨje²¹³ko⁰⁴li⁰⁴	1070	tɕ j e ²¹³ k o ⁰⁴ l i ⁰⁴	
Chengdu		they	817	817	tʰa⁵⁵mən³¹	1066	tʰ a ⁵⁵ m ə n ³¹	
Taoyuan		they	817	817	tʰa¹¹məʔ	1066	tʰ a ¹¹ m ə ʔ	
Beijing		they	817	817	tʰam̩⁵⁵	1066	tʰ a ⁰ m̩ ⁵⁵	
Kunming		they	817	817	tʰə⁴⁴mə⁴⁴	1066	tʰ ə ⁴⁴ m ə ⁴⁴	
Shanghai		they	817	817	ɦi¹³la⁵³	1071	ɦ i ¹³ l a ⁵³	
Meixian		thick	1244	1244	ʦʰɿ⁴⁴	215	tsʰ ɿ ⁴⁴	
Changsha		thick	1244	1244	ʦʰəw³³	215	tsʰ ə w ³³	
Guiyang		thick	1244	1244	ʦʰu⁵⁵	215	tsʰ u ⁵⁵	
Hefei		thick	1244	1244	ʦʰu²¹	215	tsʰ u ²¹	
Jinan		thick	1244	1244	ʦʰu²¹³	215	tsʰ u ²¹³	
Hangzhou		thick	1244	1244	ʦʰu³³	215	tsʰ u ³³	
Nanchang		thick	1244	1244	ʦʰu⁴²	215	tsʰ u ⁴²	
Chengdu		thick	1244	1244	ʦʰu⁵⁵	215	tsʰ u ⁵⁵	
Taoyuan		thick	1244	1244	ʦʰu¹¹	215	tsʰ u ¹¹	
Shexian		thick	1244	1244	ʦʰu³¹	215	tsʰ u ³¹	
Beijing		thick	1244	1244	ʦʰu⁵⁵	215	tsʰ u ⁵⁵	
Beijing		thick	1244	1244	xan⁵⁵	216	x a n ⁵⁵	
Kunming		thick	1244	1244	ʦʰu⁴⁴	215	tsʰ u ⁴⁴	
Shanghai		thick	1244	1244	ʦʰu⁵³	215	tsʰ u ⁵³	
Meixian		thin	1400	1400	sew⁵³	198	s e w ⁵³	
Changsha		thin	1400	1400	ʂəw⁵⁵	198	ʂ ə w ⁵⁵	
Changsha		thin	1400	1400	ʦin³³	199	ts i n ³³	
Guiyang		thin	1400	1400	səw²¹³	198	s ə w ²¹³	
Hefei		thin	1400	1400	sɯ⁵³	198	s ɯ ⁵³	
Jinan		thin	1400	1400	ʂow²¹	198	ʂ o w ²¹	
Hangzhou		thin	1400	1400	sej⁴⁴⁵	198	s e j ⁴⁴⁵	
Guangzhou		thin	1400	1400	sɐw³³	198	s ɐ w ³³	
Nanchang		thin	1400	1400	sɛw⁴⁵	198	s ɛ w ⁴⁵	
Chengdu		thin	1400	1400	səw¹³	198	s ə w ¹³	
Taoyuan		thin	1400	1400	səw⁴⁵	198	s ə w ⁴⁵	
Shexian		thin	1400	1400	ɕju³²⁴	198	ɕ j u ³²⁴	
Beijing		thin	1400	1400	ʂow⁵¹	198	ʂ o w ⁵¹	
Kunming		thin	1400	1400	səw²¹²	198	s ə w ²¹²	
Shanghai		thin	1400	1400	sɤ³⁵	198	s ɤ ³⁵	
Changsha		this	1214	1214	kaj²⁴ko	1181	k a j ²⁴ k o	
Changsha		this	1214	1214	kaj²⁴t͡ʂa²⁴	1182	k a j ²⁴ ʈʂ a ²⁴	
Guiyang		this	1214	1214	ʦɿ⁵⁵ko²¹³	1183	ts ɿ ⁵⁵ k o ²¹³	
Xiamen		this	1214	1214	ʦit³²e³⁵	1184	ts i t ³² e ³⁵	
Hefei		this	1214	1214	ti⁵³kə	1185	t i ⁵³ k ə	
Jinan		this	1214	1214	t͡ʂə²¹kə	1183	ʈʂ ə ²¹ k ə	
Hangzhou		this	1214	1214	ʨjəʔ⁵koʔ⁵	1186	tɕ j ə ʔ ⁵ k o ʔ ⁵	
Guangzhou		this	1214	1214	nej⁵⁵kɔ³³	1187	n e j ⁵⁵ k ɔ ³³	
Nanchang		this	1214	1214	ko²¹³ʦɑʔ⁵	1188	k o ²¹³ ts ɑ ʔ ⁵	
Chengdu		this	1214	1214	ʦe¹³ko¹³	1183	ts e ¹³ k o ¹³	
Shexian		this	1214	1214	n̩³¹ko	1189	n̩ ³¹ k o	
Beijing		this	1214	1214	t͡ʂə⁵¹kə¹	1183	ʈʂ ə ⁵¹ k ə ¹	
Kunming		this	1214	1214	t͡ʂʅ⁴⁴kə²¹²	1183	ʈʂ ʅ ⁴⁴ k ə ²¹²	
Shanghai		this	1214	1214	djɪʔ¹gəʔ¹	2	d j ɪ ʔ ¹ g ə ʔ ¹	
Shanghai		this	1214	1214	gəʔ¹gəʔ¹	3	g ə ʔ ¹ g ə ʔ ¹	
Meixian		this year	513	513	kin⁴⁴ŋjan¹¹	1072	k i n ⁴⁴ ŋ j a n ¹¹	
Changsha		this year	513	513	ʨin³³ȵjẽ¹³	1072	tɕ i n ³³ nʲ j ẽ ∼ ¹³	
Guiyang		this year	513	513	ʨin⁵⁵ljan²¹	1072	tɕ i n ⁵⁵ l j a n ²¹	
Guiyang		this year	513	513	ʦen⁵⁵ljan²¹	1096	ts e n ⁵⁵ l j a n ²¹	
Xiamen		this year	513	513	kin⁵⁵ni³⁵	1072	k i n ⁵⁵ n i ³⁵	
Hefei		this year	513	513	ʨin²¹ljɪ̃⁵⁵	1072	tɕ i n ²¹ l j ɪ̃ ∼ ⁵⁵	
Jinan		this year	513	513	ʨjẽ²¹³jã⁴²	1072	tɕ j ẽ ∼ ²¹³ j ã ∼ ⁴²	
Hangzhou		this year	513	513	ken³³ȵjᴇ̃²¹³	1110	k e n ³³ nʲ j ɛ̃ ∼ ²¹³	
Guangzhou		this year	513	513	kɐm⁵³nin²¹	1072	k ɐ m ⁵³ n i n ²¹	
Nanchang		this year	513	513	ʨin⁴²ȵjɛn⁰²	1072	tɕ i n ⁴² nʲ j ɛ n ⁰²	
Chengdu		this year	513	513	ʨin⁵⁵ȵjan³¹	1072	tɕ i n ⁵⁵ nʲ j a n ³¹	
Taoyuan		this year	513	513	ʨjəŋ¹¹nje¹¹	1072	tɕ j ə ŋ ¹¹ n j e ¹¹	
Shexian		this year	513	513	kʌ̃³¹ne⁴⁴	1110	k ʌ̃ ∼ ³¹ n e ⁴⁴	
